PING 192.168.123.2 (192.168.123.2) 1436(1464) bytes of data.
1444 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=309 ms
1444 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=55.6 ms
1444 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=314 ms
1444 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=61.8 ms
1444 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=332 ms
1444 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=86.4 ms
1444 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=46.0 ms
1444 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=30.8 ms
1444 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=20.0 ms
1444 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=20.6 ms
1444 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=110 ms
1444 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=42.8 ms
1444 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=27.6 ms
1444 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=309 ms
1444 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=115 ms
1444 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=49.0 ms
1444 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=39.3 ms
1444 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=304 ms
1444 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=62.6 ms
1444 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=29.9 ms
1444 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=26.5 ms
1444 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=16.2 ms
1444 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=25.0 ms
1444 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=20.6 ms
1444 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=310 ms
1444 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=56.7 ms
1444 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=26.7 ms
1444 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=29.1 ms
1444 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=319 ms
1444 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=68.6 ms
1444 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=28.6 ms
1444 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=17.2 ms
1444 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=25.2 ms
1444 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=342 ms
1444 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=106 ms
1444 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=32.0 ms
1444 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=14.4 ms
1444 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=20.9 ms
1444 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=14.1 ms
1444 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=13.2 ms
1444 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=12.1 ms
1444 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=335 ms
1444 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=86.4 ms
1444 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=18.0 ms
1444 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=29.7 ms
1444 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=34.1 ms
1444 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=25.0 ms
1444 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=20.7 ms
1444 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=16.6 ms
1444 bytes from 192.168.123.2: icmp_seq=59 ttl=64 time=28.6 ms
1444 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=24.0 ms
1444 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=303 ms
1444 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=119 ms
1444 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=50.5 ms
1444 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=20.0 ms
1444 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=23.7 ms
1444 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=24.1 ms
1444 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=14.6 ms
1444 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=310 ms
1444 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=62.2 ms
1444 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=31.5 ms
1444 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=257 ms
