PING 192.168.123.2 (192.168.123.2) 1436(1464) bytes of data.
1444 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=229 ms
1444 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=130 ms
1444 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=225 ms
1444 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=221 ms
1444 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=224 ms
1444 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=226 ms
1444 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=226 ms
1444 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=229 ms
1444 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=214 ms
1444 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=228 ms
1444 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=228 ms
1444 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=231 ms
1444 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=231 ms
1444 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=229 ms
1444 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=132 ms
1444 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=229 ms
1444 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=208 ms
1444 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=231 ms
1444 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=231 ms
1444 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=231 ms
1444 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=233 ms
1444 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=229 ms
1444 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=209 ms
1444 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=210 ms
1444 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=230 ms
1444 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=230 ms
1444 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=234 ms
1444 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=233 ms
1444 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=232 ms
1444 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=234 ms
1444 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=232 ms
1444 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=233 ms
1444 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=230 ms
1444 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=228 ms
1444 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=231 ms
1444 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=132 ms
1444 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=218 ms
1444 bytes from 192.168.123.2: icmp_seq=79 ttl=64 time=212 ms
1444 bytes from 192.168.123.2: icmp_seq=80 ttl=64 time=228 ms
1444 bytes from 192.168.123.2: icmp_seq=81 ttl=64 time=216 ms
1444 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=235 ms
1444 bytes from 192.168.123.2: icmp_seq=89 ttl=64 time=236 ms
1444 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=235 ms
1444 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=240 ms
1444 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=241 ms
1444 bytes from 192.168.123.2: icmp_seq=96 ttl=64 time=228 ms
1444 bytes from 192.168.123.2: icmp_seq=97 ttl=64 time=232 ms
1444 bytes from 192.168.123.2: icmp_seq=98 ttl=64 time=148 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 48 received, 52% packet loss, time 20010ms
rtt min/avg/max/mdev = 130.122/220.011/241.238/26.642 ms, pipe 2
