PING 192.168.123.2 (192.168.123.2) 512(540) bytes of data.
520 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=454 ms
520 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=451 ms
520 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=424 ms
520 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=435 ms
520 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=421 ms
520 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=446 ms
520 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=421 ms
520 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=432 ms
520 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=422 ms
520 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=414 ms
520 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=426 ms
520 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=444 ms
520 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=427 ms
520 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=447 ms
520 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=417 ms
520 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=448 ms
520 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=426 ms
520 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=446 ms
520 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=444 ms
520 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=425 ms
520 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=431 ms
520 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=425 ms
520 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=445 ms
520 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=426 ms
520 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=425 ms
520 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=451 ms
520 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=446 ms
520 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=425 ms
520 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=437 ms
520 bytes from 192.168.123.2: icmp_seq=78 ttl=64 time=438 ms
520 bytes from 192.168.123.2: icmp_seq=81 ttl=64 time=436 ms
520 bytes from 192.168.123.2: icmp_seq=85 ttl=64 time=453 ms
520 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=446 ms
520 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=428 ms
520 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=420 ms
520 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=446 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 36 received, 64% packet loss, time 20063ms
rtt min/avg/max/mdev = 413.744/434.552/454.083/11.592 ms, pipe 3
