PING 192.168.123.2 (192.168.123.2) 512(540) bytes of data.
520 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=24.9 ms
520 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=20.8 ms
520 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=141 ms
520 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=59.3 ms
520 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=28.0 ms
520 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=15.9 ms
520 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=25.4 ms
520 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=185 ms
520 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=70.7 ms
520 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=19.3 ms
520 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=337 ms
520 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=67.0 ms
520 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=50.7 ms
520 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=24.7 ms
520 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=19.6 ms
520 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=9.76 ms
520 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=42.9 ms
520 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=39.2 ms
520 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=36.9 ms
520 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=121 ms
520 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=59.4 ms
520 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=42.2 ms
520 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=36.4 ms
520 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=42.7 ms
520 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=182 ms
520 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=72.2 ms
520 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=26.6 ms
520 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=93.8 ms
520 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=17.7 ms
520 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=329 ms
520 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=65.9 ms
520 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=31.9 ms
520 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=29.9 ms
520 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=116 ms
520 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=38.5 ms
520 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=133 ms
520 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=58.3 ms
520 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=36.4 ms
520 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=35.2 ms
520 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=32.9 ms
520 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=24.4 ms
520 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=60.3 ms
520 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=229 ms
520 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=99.0 ms
520 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=23.1 ms
520 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=30.8 ms
520 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=167 ms
520 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=73.3 ms
520 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=32.1 ms
520 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=322 ms
520 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=75.3 ms
520 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=232 ms
520 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=45.9 ms
520 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=328 ms
520 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=66.0 ms
520 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=13.8 ms
520 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=16.2 ms
520 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=12.4 ms
520 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=13.9 ms
520 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=21.4 ms
520 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=49.2 ms
520 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=39.9 ms
520 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=330 ms
520 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=76.7 ms
520 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=18.3 ms
520 bytes from 192.168.123.2: icmp_seq=75 ttl=64 time=194 ms
520 bytes from 192.168.123.2: icmp_seq=76 ttl=64 time=65.1 ms
