PING 192.168.123.2 (192.168.123.2) 512(540) bytes of data.
520 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=319 ms
520 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=57.3 ms
520 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=344 ms
520 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=87.0 ms
520 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=21.5 ms
520 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=27.8 ms
520 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=305 ms
520 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=44.3 ms
520 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=317 ms
520 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=57.7 ms
520 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=325 ms
520 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=69.0 ms
520 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=343 ms
520 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=87.0 ms
520 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=18.8 ms
520 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=308 ms
520 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=45.6 ms
520 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=315 ms
520 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=47.6 ms
520 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=16.4 ms
520 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=99.8 ms
520 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=29.4 ms
520 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=343 ms
520 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=86.1 ms
520 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=19.1 ms
520 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=30.2 ms
520 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=314 ms
520 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=49.2 ms
520 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=330 ms
520 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=70.4 ms
520 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=20.6 ms
520 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=100 ms
520 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=31.2 ms
520 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=345 ms
520 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=126 ms
520 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=69.7 ms
520 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=16.2 ms
520 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=324 ms
520 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=69.9 ms
520 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=11.5 ms
520 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=29.2 ms
520 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=23.0 ms
520 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=337 ms
520 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=94.9 ms
520 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=34.0 ms
520 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=325 ms
520 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=66.8 ms
520 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=38.7 ms
520 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=328 ms
520 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=71.8 ms
520 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=67.6 ms
520 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=311 ms
520 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=43.9 ms
520 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=34.4 ms
520 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=307 ms
520 bytes from 192.168.123.2: icmp_seq=76 ttl=64 time=55.3 ms
520 bytes from 192.168.123.2: icmp_seq=77 ttl=64 time=14.1 ms
520 bytes from 192.168.123.2: icmp_seq=78 ttl=64 time=333 ms
520 bytes from 192.168.123.2: icmp_seq=80 ttl=64 time=80.3 ms
520 bytes from 192.168.123.2: icmp_seq=81 ttl=64 time=42.3 ms
520 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=26.8 ms
520 bytes from 192.168.123.2: icmp_seq=83 ttl=64 time=24.1 ms
520 bytes from 192.168.123.2: icmp_seq=84 ttl=64 time=18.2 ms
520 bytes from 192.168.123.2: icmp_seq=86 ttl=64 time=105 ms
520 bytes from 192.168.123.2: icmp_seq=87 ttl=64 time=44.2 ms
520 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=325 ms
520 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=73.3 ms
520 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=347 ms
520 bytes from 192.168.123.2: icmp_seq=93 ttl=64 time=91.4 ms
520 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=24.1 ms
520 bytes from 192.168.123.2: icmp_seq=96 ttl=64 time=114 ms
520 bytes from 192.168.123.2: icmp_seq=97 ttl=64 time=50.4 ms
520 bytes from 192.168.123.2: icmp_seq=98 ttl=64 time=32.7 ms
520 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=28.3 ms
520 bytes from 192.168.123.2: icmp_seq=100 ttl=64 time=27.5 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 75 received, 25% packet loss, time 19909ms
rtt min/avg/max/mdev = 11.469/128.127/347.494/125.999 ms, pipe 2
