PING 192.168.123.2 (192.168.123.2) 1436(1464) bytes of data.
1444 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=209 ms
1444 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=205 ms
1444 bytes from 192.168.123.2: icmp_seq=5 ttl=64 time=212 ms
1444 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=207 ms
1444 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=210 ms
1444 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=208 ms
1444 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=206 ms
1444 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=211 ms
1444 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=203 ms
1444 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=212 ms
1444 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=214 ms
1444 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=199 ms
1444 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=211 ms
1444 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=202 ms
1444 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=217 ms
1444 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=199 ms
1444 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=204 ms
1444 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=213 ms
1444 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=202 ms
1444 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=205 ms
1444 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=199 ms
1444 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=204 ms
1444 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=213 ms
1444 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=217 ms
1444 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=206 ms
1444 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=216 ms
1444 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=209 ms
1444 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=201 ms
1444 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=202 ms
1444 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=199 ms
1444 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=196 ms
1444 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=206 ms
1444 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=195 ms
1444 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=209 ms
1444 bytes from 192.168.123.2: icmp_seq=59 ttl=64 time=200 ms
1444 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=207 ms
1444 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=199 ms
1444 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=208 ms
1444 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=198 ms
1444 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=214 ms
1444 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=204 ms
1444 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=208 ms
1444 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=216 ms
1444 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=204 ms
1444 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=211 ms
1444 bytes from 192.168.123.2: icmp_seq=77 ttl=64 time=210 ms
1444 bytes from 192.168.123.2: icmp_seq=78 ttl=64 time=206 ms
1444 bytes from 192.168.123.2: icmp_seq=80 ttl=64 time=205 ms
1444 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=209 ms
1444 bytes from 192.168.123.2: icmp_seq=83 ttl=64 time=203 ms
1444 bytes from 192.168.123.2: icmp_seq=85 ttl=64 time=214 ms
1444 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=219 ms
1444 bytes from 192.168.123.2: icmp_seq=89 ttl=64 time=208 ms
1444 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=211 ms
1444 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=210 ms
1444 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=199 ms
1444 bytes from 192.168.123.2: icmp_seq=98 ttl=64 time=202 ms
1444 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=211 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 58 received, 42% packet loss, time 19981ms
rtt min/avg/max/mdev = 195.386/206.880/218.527/5.706 ms, pipe 2
