PING 192.168.123.2 (192.168.123.2) 512(540) bytes of data.
520 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=28.9 ms
520 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=24.4 ms
520 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=23.6 ms
520 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=28.3 ms
520 bytes from 192.168.123.2: icmp_seq=5 ttl=64 time=13.3 ms
520 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=28.7 ms
520 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=35.8 ms
520 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=18.8 ms
520 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=24.4 ms
520 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=24.5 ms
520 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=28.9 ms
520 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=36.1 ms
520 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=20.0 ms
520 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=31.7 ms
520 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=31.0 ms
520 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=29.6 ms
520 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=25.9 ms
520 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=22.8 ms
520 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=346 ms
520 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=74.5 ms
520 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=19.1 ms
520 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=11.4 ms
520 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=58.9 ms
520 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=19.2 ms
520 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=83.2 ms
520 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=27.4 ms
520 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=30.1 ms
520 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=26.6 ms
520 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=52.1 ms
520 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=274 ms
520 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=48.3 ms
520 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=11.3 ms
520 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=27.9 ms
520 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=31.4 ms
520 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=31.1 ms
520 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=12.9 ms
520 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=20.1 ms
520 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=22.9 ms
520 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=25.6 ms
520 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=24.8 ms
520 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=24.6 ms
520 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=335 ms
520 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=67.4 ms
520 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=16.9 ms
520 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=22.1 ms
520 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=20.4 ms
520 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=16.9 ms
520 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=18.1 ms
520 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=123 ms
520 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=62.0 ms
520 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=30.1 ms
520 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=23.0 ms
520 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=35.2 ms
520 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=36.0 ms
520 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=23.7 ms
520 bytes from 192.168.123.2: icmp_seq=59 ttl=64 time=30.3 ms
520 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=29.9 ms
520 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=64.3 ms
520 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=334 ms
520 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=76.1 ms
520 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=24.4 ms
520 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=29.0 ms
520 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=10.1 ms
520 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=42.2 ms
520 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=15.7 ms
520 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=170 ms
520 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=69.8 ms
520 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=15.7 ms
520 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=12.2 ms
520 bytes from 192.168.123.2: icmp_seq=75 ttl=64 time=27.6 ms
520 bytes from 192.168.123.2: icmp_seq=76 ttl=64 time=88.1 ms
520 bytes from 192.168.123.2: icmp_seq=77 ttl=64 time=36.3 ms
520 bytes from 192.168.123.2: icmp_seq=78 ttl=64 time=30.5 ms
520 bytes from 192.168.123.2: icmp_seq=79 ttl=64 time=111 ms
520 bytes from 192.168.123.2: icmp_seq=80 ttl=64 time=61.5 ms
520 bytes from 192.168.123.2: icmp_seq=81 ttl=64 time=37.5 ms
520 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=21.0 ms
520 bytes from 192.168.123.2: icmp_seq=84 ttl=64 time=44.4 ms
520 bytes from 192.168.123.2: icmp_seq=85 ttl=64 time=18.5 ms
520 bytes from 192.168.123.2: icmp_seq=87 ttl=64 time=82.3 ms
520 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=31.1 ms
520 bytes from 192.168.123.2: icmp_seq=89 ttl=64 time=23.6 ms
520 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=27.9 ms
520 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=26.6 ms
520 bytes from 192.168.123.2: icmp_seq=92 ttl=64 time=21.7 ms
520 bytes from 192.168.123.2: icmp_seq=93 ttl=64 time=15.8 ms
520 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=23.7 ms
520 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=27.2 ms
520 bytes from 192.168.123.2: icmp_seq=96 ttl=64 time=13.9 ms
520 bytes from 192.168.123.2: icmp_seq=98 ttl=64 time=53.6 ms
520 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=32.2 ms
520 bytes from 192.168.123.2: icmp_seq=100 ttl=64 time=36.1 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 92 received, 8% packet loss, time 19884ms
rtt min/avg/max/mdev = 10.088/48.121/346.323/64.028 ms, pipe 2
