PING 192.168.123.2 (192.168.123.2) 512(540) bytes of data.
520 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=553 ms
520 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=533 ms
520 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=558 ms
520 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=554 ms
520 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=534 ms
520 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=524 ms
520 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=512 ms
520 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=546 ms
520 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=542 ms
520 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=525 ms
520 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=514 ms
520 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=507 ms
520 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=519 ms
520 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=542 ms
520 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=541 ms
520 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=539 ms
520 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=528 ms
520 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=512 ms
520 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=505 ms
520 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=492 ms
520 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=536 ms
520 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=550 ms
520 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=553 ms
520 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=539 ms
520 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=534 ms
520 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=522 ms
520 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=512 ms
520 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=513 ms
520 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=518 ms
520 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=533 ms
520 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=548 ms
520 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=550 ms
520 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=544 ms
520 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=536 ms
520 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=548 ms
520 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=535 ms
520 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=528 ms
520 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=565 ms
520 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=564 ms
520 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=556 ms
520 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=561 ms
520 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=565 ms
520 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=565 ms
520 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=571 ms
520 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=584 ms
520 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=583 ms
520 bytes from 192.168.123.2: icmp_seq=59 ttl=64 time=577 ms
520 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=556 ms
520 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=544 ms
520 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=536 ms
520 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=575 ms
520 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=596 ms
520 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=559 ms
520 bytes from 192.168.123.2: icmp_seq=84 ttl=64 time=544 ms
520 bytes from 192.168.123.2: icmp_seq=85 ttl=64 time=533 ms
520 bytes from 192.168.123.2: icmp_seq=86 ttl=64 time=527 ms
520 bytes from 192.168.123.2: icmp_seq=87 ttl=64 time=539 ms
520 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=528 ms
520 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=487 ms
520 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=478 ms
520 bytes from 192.168.123.2: icmp_seq=92 ttl=64 time=524 ms
520 bytes from 192.168.123.2: icmp_seq=93 ttl=64 time=510 ms
520 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=495 ms
520 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=512 ms
520 bytes from 192.168.123.2: icmp_seq=97 ttl=64 time=514 ms
520 bytes from 192.168.123.2: icmp_seq=98 ttl=64 time=529 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 66 received, 34% packet loss, time 19947ms
rtt min/avg/max/mdev = 478.116/537.192/596.125/23.859 ms, pipe 3
