PING 192.168.123.2 (192.168.123.2) 1436(1464) bytes of data.
1444 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=293 ms
1444 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=307 ms
1444 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=301 ms
1444 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=289 ms
1444 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=290 ms
1444 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=331 ms
1444 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=301 ms
1444 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=312 ms
1444 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=176 ms
1444 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=310 ms
1444 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=302 ms
1444 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=291 ms
1444 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=296 ms
1444 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=305 ms
1444 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=174 ms
1444 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=294 ms
1444 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=302 ms
1444 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=293 ms
1444 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=294 ms
1444 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=301 ms
1444 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=289 ms
1444 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=171 ms
1444 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=314 ms
1444 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=291 ms
1444 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=298 ms
1444 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=316 ms
1444 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=311 ms
1444 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=297 ms
1444 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=315 ms
1444 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=291 ms
1444 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=298 ms
1444 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=281 ms
1444 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=301 ms
1444 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=312 ms
1444 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=298 ms
1444 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=184 ms
1444 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=296 ms
1444 bytes from 192.168.123.2: icmp_seq=75 ttl=64 time=286 ms
1444 bytes from 192.168.123.2: icmp_seq=77 ttl=64 time=318 ms
1444 bytes from 192.168.123.2: icmp_seq=79 ttl=64 time=304 ms
1444 bytes from 192.168.123.2: icmp_seq=81 ttl=64 time=314 ms
1444 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=300 ms
1444 bytes from 192.168.123.2: icmp_seq=83 ttl=64 time=292 ms
1444 bytes from 192.168.123.2: icmp_seq=85 ttl=64 time=166 ms
1444 bytes from 192.168.123.2: icmp_seq=87 ttl=64 time=297 ms
1444 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=314 ms
1444 bytes from 192.168.123.2: icmp_seq=89 ttl=64 time=301 ms
1444 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=290 ms
1444 bytes from 192.168.123.2: icmp_seq=92 ttl=64 time=293 ms
1444 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=300 ms
1444 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=317 ms
1444 bytes from 192.168.123.2: icmp_seq=96 ttl=64 time=303 ms
1444 bytes from 192.168.123.2: icmp_seq=97 ttl=64 time=317 ms
1444 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=317 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 54 received, 46% packet loss, time 19981ms
rtt min/avg/max/mdev = 165.632/289.894/330.979/38.307 ms, pipe 2
