PING 192.168.123.2 (192.168.123.2) 16(44) bytes of data.
24 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=318 ms
24 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=71.4 ms
24 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=13.6 ms
24 bytes from 192.168.123.2: icmp_seq=5 ttl=64 time=314 ms
24 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=67.2 ms
24 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=355 ms
24 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=107 ms
24 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=48.2 ms
24 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=27.8 ms
24 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=317 ms
24 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=57.2 ms
24 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=15.8 ms
24 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=25.2 ms
24 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=17.6 ms
24 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=16.6 ms
24 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=19.8 ms
24 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=25.9 ms
24 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=22.5 ms
24 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=29.8 ms
24 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=320 ms
24 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=73.3 ms
24 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=20.5 ms
24 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=24.9 ms
24 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=21.4 ms
24 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=342 ms
24 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=83.7 ms
24 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=24.8 ms
24 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=65.4 ms
24 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=30.6 ms
24 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=29.9 ms
24 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=116 ms
24 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=52.2 ms
24 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=322 ms
24 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=77.4 ms
24 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=15.7 ms
24 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=34.2 ms
24 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=18.4 ms
24 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=21.5 ms
24 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=28.4 ms
24 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=15.3 ms
24 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=33.6 ms
24 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=37.8 ms
24 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=12.4 ms
24 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=340 ms
24 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=84.2 ms
24 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=25.7 ms
24 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=14.7 ms
24 bytes from 192.168.123.2: icmp_seq=59 ttl=64 time=23.1 ms
24 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=14.1 ms
24 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=23.0 ms
24 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=342 ms
24 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=110 ms
24 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=55.8 ms
24 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=342 ms
24 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=121 ms
24 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=60.0 ms
24 bytes from 192.168.123.2: icmp_seq=70 ttl=64 time=26.6 ms
24 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=24.0 ms
24 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=18.7 ms
24 bytes from 192.168.123.2: icmp_seq=73 ttl=64 time=22.9 ms
24 bytes from 192.168.123.2: icmp_seq=74 ttl=64 time=21.2 ms
24 bytes from 192.168.123.2: icmp_seq=75 ttl=64 time=39.0 ms
24 bytes from 192.168.123.2: icmp_seq=76 ttl=64 time=26.6 ms
24 bytes from 192.168.123.2: icmp_seq=77 ttl=64 time=31.2 ms
24 bytes from 192.168.123.2: icmp_seq=78 ttl=64 time=30.2 ms
24 bytes from 192.168.123.2: icmp_seq=79 ttl=64 time=19.0 ms
24 bytes from 192.168.123.2: icmp_seq=80 ttl=64 time=12.5 ms
24 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=102 ms
24 bytes from 192.168.123.2: icmp_seq=83 ttl=64 time=44.0 ms
24 bytes from 192.168.123.2: icmp_seq=84 ttl=64 time=23.0 ms
24 bytes from 192.168.123.2: icmp_seq=85 ttl=64 time=23.2 ms
24 bytes from 192.168.123.2: icmp_seq=86 ttl=64 time=18.8 ms
