PING 192.168.123.2 (192.168.123.2) 16(44) bytes of data.
24 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=423 ms
24 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=424 ms
24 bytes from 192.168.123.2: icmp_seq=3 ttl=64 time=430 ms
24 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=439 ms
24 bytes from 192.168.123.2: icmp_seq=5 ttl=64 time=431 ms
24 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=420 ms
24 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=417 ms
24 bytes from 192.168.123.2: icmp_seq=8 ttl=64 time=397 ms
24 bytes from 192.168.123.2: icmp_seq=9 ttl=64 time=406 ms
24 bytes from 192.168.123.2: icmp_seq=10 ttl=64 time=418 ms
24 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=452 ms
24 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=460 ms
24 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=448 ms
24 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=446 ms
24 bytes from 192.168.123.2: icmp_seq=16 ttl=64 time=443 ms
24 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=451 ms
24 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=451 ms
24 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=470 ms
24 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=465 ms
24 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=465 ms
24 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=467 ms
24 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=453 ms
24 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=454 ms
24 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=433 ms
24 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=434 ms
24 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=442 ms
24 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=436 ms
24 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=435 ms
24 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=417 ms
24 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=421 ms
