PING 192.168.123.2 (192.168.123.2) 16(44) bytes of data.
24 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=539 ms
24 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=529 ms
24 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=515 ms
24 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=542 ms
24 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=507 ms
24 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=504 ms
24 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=511 ms
24 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=505 ms
24 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=479 ms
24 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=560 ms
24 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=324 ms
24 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=541 ms
24 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=487 ms
24 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=496 ms
24 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=493 ms
24 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=482 ms
24 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=495 ms
24 bytes from 192.168.123.2: icmp_seq=30 ttl=64 time=471 ms
24 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=555 ms
24 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=543 ms
24 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=531 ms
24 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=557 ms
24 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=565 ms
24 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=537 ms
24 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=511 ms
24 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=491 ms
24 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=491 ms
24 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=549 ms
24 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=521 ms
24 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=495 ms
24 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=462 ms
24 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=497 ms
24 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=475 ms
24 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=535 ms
24 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=495 ms
24 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=476 ms
24 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=499 ms
24 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=489 ms
24 bytes from 192.168.123.2: icmp_seq=51 ttl=64 time=471 ms
24 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=505 ms
24 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=529 ms
24 bytes from 192.168.123.2: icmp_seq=54 ttl=64 time=462 ms
24 bytes from 192.168.123.2: icmp_seq=55 ttl=64 time=494 ms
24 bytes from 192.168.123.2: icmp_seq=56 ttl=64 time=470 ms
24 bytes from 192.168.123.2: icmp_seq=57 ttl=64 time=497 ms
24 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=477 ms
24 bytes from 192.168.123.2: icmp_seq=59 ttl=64 time=541 ms
24 bytes from 192.168.123.2: icmp_seq=60 ttl=64 time=501 ms
24 bytes from 192.168.123.2: icmp_seq=61 ttl=64 time=509 ms
24 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=500 ms
24 bytes from 192.168.123.2: icmp_seq=63 ttl=64 time=484 ms
24 bytes from 192.168.123.2: icmp_seq=64 ttl=64 time=499 ms
24 bytes from 192.168.123.2: icmp_seq=65 ttl=64 time=488 ms
24 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=570 ms
24 bytes from 192.168.123.2: icmp_seq=68 ttl=64 time=305 ms
24 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=551 ms
24 bytes from 192.168.123.2: icmp_seq=69 ttl=64 time=494 ms
24 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=580 ms
24 bytes from 192.168.123.2: icmp_seq=76 ttl=64 time=302 ms
24 bytes from 192.168.123.2: icmp_seq=84 ttl=64 time=535 ms
24 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=514 ms
24 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=499 ms
24 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=564 ms
24 bytes from 192.168.123.2: icmp_seq=92 ttl=64 time=539 ms
24 bytes from 192.168.123.2: icmp_seq=93 ttl=64 time=562 ms
24 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=530 ms
24 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=520 ms
24 bytes from 192.168.123.2: icmp_seq=96 ttl=64 time=500 ms
24 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=508 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 69 received, 31% packet loss, time 19958ms
rtt min/avg/max/mdev = 301.850/503.624/580.077/50.190 ms, pipe 3
